FACILITYID,mean_ozone,matched_fips,dist_to_tract_m
10001750,60.064,37033930200,1955
10001769,59.869,37023021301,593
10004213,61.852,37163970600,1610
10001784,61.341,37123960200,3584
10001782,60.969,37191002000,2652
10004181,58.9755,37111970500,4499
10006584,61.926500000000004,37107010800,2338
10001802,57.694,37129011610,693
10001799,58.576499999999996,37047931201,5142
10004146,58.028999999999996,37185950202,5659
10003601,53.4175,38015010900,1565
10004153,57.809,37193960600,855
10006586,59.403499999999994,37077970704,2039
10003607,55.704,38041964800,17295
10003602,53.924,38059020301,3542
10004219,61.045,37153970100,2672
10006591,54.661500000000004,38059020100,744
10004215,62.0755,37051000500,1299
10006593,55.709,31109003500,0
10004125,57.698,19155030401,1427
10004134,53.959,31019969202,1500
10001794,62.132,37155960801,2289
10004139,55.9935,31109003401,1291
10006585,59.709,37127010602,1779
10004118,52.485,33013032600,833
10004127,60.841499999999996,19155021200,1002
10001743,53.497,31145963200,924
20000021,52.295,33007950600,2495
10001790,61.137,37007980000,211
10003769,62.221500000000006,35007950700,16935
10004122,55.704,33011000203,689
10002995,62.416,32510000600,785
10001249,69.052,35005001300,13653
10002996,62.603,32510000800,1206
10001246,60.823,35019961600,9260
10001737,52.914,33013032100,953
10003005,67.4935,32003005818,20186
10001244,64.49549999999999,35006974202,4202
10001960,62.691500000000005,35061980200,0
10003799,62.452999999999996,32033970300,12480
10003004,67.4935,32003005818,17585
20000020,52.485,33013032600,838
10003131,54.6485,36033950501,3650
10002290,61.9405,36119983000,171
20000040,69.045,32003002962,610
10003192,53.48,36015000300,68
10002281,58.1345,36011040900,5243
10003195,56.068,36111954500,3037
10002988,61.75150000000001,32013010502,7630
10002987,58.059,32007951600,6726
10006614,66.468,32003000103,820
10003166,58.831,36029016100,713
10003134,56.439,36031960401,2338
10003188,56.8625,36039080800,241
10003198,56.9895,36027640002,0
10002998,59.271,32023960200,40106
10003145,61.167,36073040602,30
10001496,52.408,36019100300,887
10003423,57.6525,39129020100,1706
10003200,57.4255,36105950802,4176
10000756,54.948,36051031000,171
10003233,66.747,36061024301,43
10000754,57.7405,36099950801,175
10003208,70.089,36119983000,139
10003130,54.6485,36033950501,4465
10006616,58.05,36111953700,3454
10003398,60.836,39159050303,620
10003201,57.4255,36105950802,2985
10000986,57.536,39141956900,6947
10000751,56.728,36065026600,296
10000746,54.41,36011040600,2914
10000759,59.3565,36013036300,4231
10005985,56.873,39145002800,2489
10006618,67.265,36103112217,436
10003147,57.02,36055013300,3579
10003374,58.381,39005971100,2884
10003566,62.535,40035373300,2046
10003152,53.254,36065026600,631
10006960,58.488,39157020801,1481
10002630,62.776,40125501102,6787
10002436,62.007000000000005,39061002800,407
10006638,64.62299999999999,40027200700,360
10002957,44.8965,41057960401,15167
10003149,53.932,36065025900,33
10003144,61.167,36073040602,17
10003204,58.404,36071011500,2466
10003125,50.99,36089491400,1690
10000765,56.4695,36071011900,2519
10002956,44.955,41057960402,3331
10000728,57.8765,42061950302,427
10005750,44.3645,41039000705,2779
10006622,57.6455,36109001901,4384
10003073,59.542,42107000601,2886
10006379,56.781,42059970501,643
10001297,52.536500000000004,41061970500,9482
10000729,57.342,42061950800,6412
10001492,57.295500000000004,42099030601,1375
10006373,63.7615,42101017000,130
10006378,61.681,42003070900,468
10006642,60.528999999999996,42011011703,3479
10006375,61.906,42133001000,535
10003561,63.736,44007014200,703
10003554,63.736,44007014200,556
10001303,50.534499999999994,41047010305,929
10003557,63.736,44007014200,33
10006364,68.856,42101037600,298
10006640,53.525,41039000404,4040
10006376,59.0985,42049000902,734
10001721,63.736,44007014200,672
10001928,64.281,45079010408,441
10002670,61.566,45083021805,1118
10006639,49.542,41047000702,97
10001925,64.281,45079010408,816
10003052,57.498999999999995,42053530100,2226
10002668,60.022999999999996,45083023806,4456
10001137,59.043499999999995,45047970201,1695
10006654,58.099,46067968700,5292
10002658,56.173,46065977900,1328
10006653,55.696,46081966200,3038
10006648,60.081500000000005,45079010806,127
10006662,58.155,47135930100,9018
10001275,63.948,48099010201,278
10000176,59.958000000000006,48253020102,430
10001926,59.905,45079010408,1673
10006656,59.791,46099000100,758
10002716,61.8985,48485013100,895
10000225,65.64,48291700200,1172
10000247,59.471500000000006,48163950302,6853
10006650,53.4015,46013951500,1664
10001927,59.905,45079010408,1347
10000243,64.3635,48039663000,2702
10002657,56.173,46065977900,1253
10001919,56.416,46035962801,1244
10000151,58.642,48111950300,6943
10001126,59.601,46135966302,2837
10002893,63.414500000000004,48029171921,3291
10000228,63.176500000000004,48209010924,1745
10000212,64.262,48471790101,6414
10000178,65.34299999999999,48251130413,2657
10002917,59.211,48025950501,7465
10000157,62.644,48237950300,3792
10002862,63.108999999999995,48201250304,647
10000242,65.4425,48039661901,2834
10002759,62.514,48429950300,7081
10000200,59.935,48371980000,0
10000155,63.268,48437950300,3621
10000204,55.6935,48241950300,4804
10000183,62.273,48401950400,6957
10000213,63.016,48471790700,3522
10000241,65.4425,48039661901,2688
10002885,67.10499999999999,48157673700,1063
10000180,60.4445,48335950200,2548
10002845,62.111,48291700800,4414
10000224,66.184,48291700900,4624
10000251,55.242999999999995,48215023524,1063
10002817,63.948,48099010201,1042
10002713,61.7465,48189950100,4489
10000195,63.948,48099010201,1937
10000223,60.451,48287000300,2318
10002897,61.23650000000001,48167721902,364
10001286,64.973,48029121909,1598
10002723,70.20349999999999,48097001100,3195
10002803,62.742999999999995,48141010355,1204
10001979,62.504000000000005,48309003601,2763
10003468,65.578,49047968401,844
10001706,61.891000000000005,47037012802,1272
10003546,61.4925,47047060501,6517
10006657,70.017,49011126901,768
10002617,63.27,49039972300,7512
10006660,69.1085,49035114303,1243
10003464,69.983,49035112818,407
10002377,57.408,51033030600,3807
10001705,61.891000000000005,47037012802,232
10003479,61.251,49041975400,3723
10006971,56.54,51620090100,468
10000923,56.949,51029930201,8537
10003465,65.279,49035112818,250
10003324,57.837,51175200300,568
10003268,56.667,51065020101,4704
10001598,57.6875,51175200300,842
10003327,57.582,51081880102,0
10001603,57.582,51081880102,379
10003316,57.057,51083930602,674
10001590,56.892,51135000300,1540
10003475,64.99,49007000300,2335
10003483,59.757,49037978200,43825
10001573,56.004,51015070100,15090
10001575,57.56333333333333,51075400300,2976
10006672,58.051,51167030402,5439
10006670,54.207,53063013900,2166
10003460,70.312,49035113312,306
10001588,57.3825,51071930400,10905
10007016,48.983999999999995,53033021905,1065
10003333,58.6005,51089010700,4025
10001116,55.1145,50011010600,4331
10003282,58.695499999999996,51041100921,1153
10001676,47.255,53061052209,300
10006666,53.9025,50021963300,214
10001684,47.807,53053072504,1370
10001677,54.829,53063010401,1440
10006992,58.0875,51161030501,3329
10002506,53.9785,53071920400,0
10000987,46.518,53009000200,10336
10002479,47.38549999999999,53045960302,3474
10001690,49.464,53011040504,4209
10002491,48.221999999999994,53067012730,6532
10001687,54.936,53021020802,4681
10005990,50.777,53053060906,753
10006668,48.6755,53053072603,3039
10001696,58.505,55027960300,845
10002613,65.576,55059001600,603
10000998,61.429500000000004,55039041902,9803
10002380,58.212,51041100907,909
10002497,50.0895,53041970900,665
10001009,62.05433333333333,55079186200,217
10002606,65.807,55101000400,741
10000995,58.7285,55137960202,6647
10002531,57.813500000000005,55069960700,5872
10002589,58.877,55025002302,583
10002569,60.235,55139001600,3239
10002568,60.235,55139001600,3202
10006146,57.704,54033031600,1395
10000041,58.429,54019020500,948
10001108,58.344,54081000400,670
10000053,58.87349999999999,56045951300,5592
10002471,47.4695,53033007600,417
10000055,58.205,56013940300,888
10006189,56.702,56015957900,1680
10000056,59.1415,56027957200,32075
10000025,56.560500000000005,54053954801,3936
10001879,57.5005,54019020800,4929
10003787,62.691500000000005,35061980200,2174
10002425,61.538333333333334,39153504200,408
10003781,61.82,35006974201,646
10005640,59.2615,56033000100,1197
10005978,56.6515,39009972800,4356
10006349,62.211,39099801700,492
10003774,63.378,35049980000,441
10003773,63.378,35049980000,373
10003352,61.189,39095002800,443
10006611,65.544,35013001502,10428
10006610,65.873,35001003400,952
10003412,58.796,39049008340,1329
10003996,62.973,34023009000,743
10006603,62.489,34031216701,1446
10004002,67.324,34021003706,874
10004017,62.2435,34011010103,214
10004004,64.91766666666668,34005981802,238
10004006,69.499,34005704200,564
10003993,63.409,34019010801,1742
10004007,69.499,34005704200,1106
10001516,61.415499999999994,34005704801,1276
10001515,62.554,34023008212,48
10006602,63.303000000000004,34021003902,3890
10001512,63.707,34019011001,1216
10001518,66.111,34011010103,546
10004005,64.91766666666668,34005981802,1
10006598,64.31,34021001300,814
10006600,69.499,34005704200,1330
10004003,69.638,34021002400,0
10003990,60.8185,34013980100,138
10006601,65.205,34005703600,3750
10002305,66.922,34007611500,1607
10006604,64.511,34029732103,1318
10006608,63.267,34019010900,1407
10006607,60.439,34011040702,574
10002300,64.31,34021001300,902
10006609,60.343999999999994,34041031602,3976
10006599,66.922,34007611500,1604
10002298,62.973,34023009000,676
