FACILITYID,npl_prox
10000297,0.012097356301909603
10000302,0.10175362166443602
10000303,0.011877813709051065
10000304,0.010865882211715697
10000307,0.028131744908265834
10000308,0.00923053339395378
10000309,0.011293088759592475
10000310,0.00964641668584736
10000312,0.017992448257915423
10000314,0.01938593649212656
10000316,0.011585250289013352
10000318,0.01552652170089266
10000319,0.020248219676367377
10000320,0.020272172114097667
10000323,0.06197928743568235
10000325,0.1552283535262072
10000327,0.017636775012397833
10000328,0.024930398033987035
10000329,0.02519150370365554
10000330,0.060870774245186894
10000332,0.03880615722820355
10000333,0.0396889148282056
10000334,0.031901920727825696
10000336,0.03631831719143703
10000337,0.03514482236374591
10000338,0.06324551445322177
10000339,0.11851215490878181
10000347,1.9174379164312043
10000350,0.18640340175327563
10000351,0.021072418338150878
10000352,0.021094513493056802
10000353,0.021020979764626118
10000355,0.02161457994222196
10000356,0.04016168891715206
10000357,0.040330867081629085
10000360,0.015077524048631772
10000361,0.014971568356521844
10000363,0.013902608914145962
10000365,0.03050100629231826
10000368,0.030687578100834792
10000369,0.07446486715685047
10000370,0.11727905319504883
10000374,0.03521653319147376
10000375,0.03134932515838723
10000377,0.03891074156019553
10000378,0.02580165540698484
10000380,0.04520929287417212
10000381,0.1472950863038389
10000382,0.1516121731630245
10000384,0.02464122213525555
10000385,0.024206081890373828
10000388,0.030922495973713857
10000390,0.016745395493134294
10000392,0.02774365499859091
10000394,0.015456376205811681
10000395,0.015575826094546857
10000396,0.01560203337856108
10000399,0.052984687008770875
10000400,0.08135311172948691
10000403,0.01820514417646661
10000409,0.02450362447435876
10000412,0.0287315936903469
10000413,0.02053618082861422
10000414,0.027074038837293098
10000417,0.02311799552485109
10000418,0.025152134752370346
10000419,0.024923540458757967
10000420,0.024764475641328783
10000422,0.012462225341649466
10000424,0.14920504901134954
10000428,0.01947205686347481
10000429,0.019172503313469678
10000430,0.01586824228531715
10000432,0.013475201895616585
10000433,0.013458694297946414
10000435,0.019809100776912905
10000437,0.026700512040028206
10000438,0.026895862142841225
10000439,0.02590498010711168
10000440,0.025975050015352413
10000441,0.0257324575762012
10000442,0.02577795278431826
10000444,0.07035232546047968
10000445,0.0689260841132701
10000448,0.07035568019899342
10000449,0.06957987667531235
10000450,0.0629936257728686
10000453,0.0973736561456232
10000455,0.02102659215826839
10000456,0.026353670129178282
10000457,0.021044646710388807
10000459,0.08031534303986988
10000460,0.04687083223478208
10000461,0.139899191465231
10000463,0.11704734543683479
10000464,0.10719392284716035
10000465,0.021505452680641277
10000467,0.0515803484316494
10000471,0.03369341738590981
10000472,0.05525656259811179
10000473,0.03998807228747182
10000474,0.039464742806663046
10000478,0.0406084215939949
10000480,0.04373580983688343
10000481,0.1525734515166669
10000485,0.1524836262664122
10000492,0.02202796990918137
10000494,0.02216183900502085
10000495,0.022052502949038127
10000496,0.022250030472748733
10000498,0.023198505265203794
10000503,0.010411889473355336
10000504,0.010436544640016733
10000508,0.057598387644917017
10000509,0.05426624822087503
10000510,0.015414667630935177
10000512,0.021155785634489572
10000515,0.058419363135807034
10000518,0.058411821697964134
10000519,0.05822707598286692
10000527,0.00747073037762565
10000528,0.007474725752877645
10000531,0.006956100739577706
10000533,0.23126352470269498
10000540,0.18703931084706385
10000542,0.07856542777033557
10000544,0.8936551066181955
10000545,0.06749789951978039
10000546,0.06927878660962716
10000547,0.09670196880241165
10000548,0.09165696832734345
10000550,0.07951287746740512
10000554,0.0074935337597378995
10000557,0.008738744101862313
10000560,0.21505285331727966
10000561,0.21594469072975717
10000562,0.12647709887096606
10000564,0.32586115963167095
10000565,0.009634895953160074
10000567,0.010074668976182755
10000569,0.015927443692725807
10000572,0.018664652725441707
10000573,0.03277190598715492
10000575,0.13369162157594744
10000576,0.13597722237638524
10000577,0.11995680087175917
10000578,0.8364383395232041
10000579,0.061187316184429526
10000580,0.06382179937967139
10000581,0.06295432567764757
10000582,0.06563732858402044
10000585,0.01737963018153695
10000586,0.28584505979906305
10000587,0.29668050444622746
10000588,0.3332887922761003
10000593,0.00911120016321996
10000595,0.006807273508445203
10000598,0.006555937456310246
