FACILITYID,flood_risk_area_m2,flood_risk_percent
10002348,136516.30586988307,2.2029034370112925
10001458,0,0
10004606,384962.60506671795,10.044001999857313
10000519,848066.9150103407,25.056459415635697
10002629,993395.6816425709,25.039083590742422
10001722,427629.10693684686,12.8440137540963
10002361,732456.5932294407,19.477910222589742
10001652,736181.7188582979,17.85955174722895
10001519,9494.383276267852,0.17692245236681647
10001566,NA,NA
10006310,0,0
10005361,0,0
10006205,0,0
10003580,161520.51741736752,3.6528754164732877
10000461,0,0
10003584,656107.7416643512,12.90468407457924
10002689,0,0
10003387,259510.81016919532,7.795288422453255
10001143,294.99726989499584,0.006159290260258056
10000244,4718239.61119875,99.99999999999739
10000237,765977.7787622116,16.490424301008744
10000211,136126.85279895453,2.46854318298137
10001163,125543.71754953932,2.6666134525201053
10002692,0,0
10001811,2072474.6862713366,40.308663792826145
10006201,143218.35182120782,2.750315427766487
10002330,35251.90054320642,1.0032894482446753
10003598,90753.61347239325,2.5549423835208827
10001812,1410211.1897391288,26.963704966831305
10001435,0,0
10000118,217763.92927706765,4.43802675912201
10006198,2098790.710734862,41.49274888838445
10003135,NA,NA
10001301,1540569.106025816,27.436441756562747
10003068,15696.099652317524,0.2949035997603727
10002800,NA,NA
10003652,259246.4833468063,7.681323653487896
10001125,464253.6947831861,10.963467765170474
10001283,NA,NA
20000300,248465.42783044503,7.5106040103315825
10000863,1944292.8151127861,37.63528563446891
10003385,215771.263346525,4.441092985132891
10000833,0,0
10003764,659022.0428686327,19.29945157122576
10000831,27989.400449599994,0.5495545127717205
10003614,NA,NA
10001135,0,0
10000627,205690.59847480347,4.090361421934237
10006180,0,0
10003069,372239.82742177835,8.057330530483013
10001134,0,0
10003070,227016.128060027,4.692620317425754
10000887,2827641.0430085305,60.41959476861229
10000867,2266603.1346606268,51.38448294713282
10001875,979805.3641512579,21.061126289218073
10006199,12553.665835561003,0.2666608820092464
10000806,0,0
10000892,NA,NA
10006193,0,0
10006299,55449.16929781046,1.5671055639702545
10001146,0,0
10000935,629870.0835724802,14.371343500854127
10006171,0,0
10001873,1268096.25093056,37.99602921720772
10006944,386615.4004720242,11.271342808690004
10001938,NA,NA
10002693,0,0
10001382,37.20321426035599,5.996273409748684e-4
10000044,198072.5661299251,5.100635416344668
