FACILITYID,trafficProx
10004594,0
10004647,2252.536964947446
10006385,0
10002872,942.7444644493155
10005771,0
10000274,98.98574823371327
10002701,0
10001383,54.042516213768394
10001457,435.10795797579107
10003076,0
10005124,163.24942213456893
10000264,18.059531400172236
10004592,0
10004593,0
10003978,49.401776399233356
10006179,10.635407778822353
10001214,0
10001223,22.02877683669104
10000149,0
10001957,0
10000132,0
10000140,0
10000142,0
10000278,45.9275557409331
10001226,21.1172236656206
10004622,1007.7020776113251
10003698,920.4334224020675
10000139,0
10000129,0
10000864,0
10006334,0
10001191,0
10003721,21.349909768806818
10001209,0
10003710,0
10003728,0
10006241,139.19751972794796
10000146,20.975249177765768
10000143,0
10000150,576.1840394250418
10001222,16.451409048267085
10000124,0
10000127,0
10000355,187.8548349974816
10003732,0
10006524,0
10001345,0
10003736,0
10001180,0
10000079,59.72698302174873
10001185,0
10001183,0
10003083,0
10004339,0
10003712,484.7343572523189
10001582,109.39945722232457
10001182,0
10003307,0
10006522,6.932759567425175
10001173,0
10000083,0
10003308,0
10006529,202.29942740081066
10001187,0
10001172,0
10001175,0
10004335,20.708867320850747
10006525,0
10001909,561.0187656579619
10001178,1862.1754708248247
10000262,20.387747275124546
10006526,445.68209957026
10000621,0
10000087,311.1796616150791
10000081,237.5063406643879
10001578,0
10000439,0
10000090,0
10001318,0
10006528,116.6440236670551
10000941,0
10002066,195.60041454702696
10000043,0
10001330,129.84571523360574
10002117,437.9306137873911
10002248,0
10001090,0
10001099,6.248437133133629
10000605,229.6470850303989
10001080,0
10005863,0
10001096,23.25366024902915
10002246,1182.388670209073
10004633,294.9637661864321
10002105,0
10006311,0
10006544,0
10001853,0
10001949,69.83360388170553
10001869,0
10000576,0
10002228,0
10001745,8.359061209524926
10001181,0
10002204,565.8141409931433
10000683,0
10002217,0
10000572,0
20000220,97.9085114115926
10000682,42.785070618464
10000685,908.2493831173699
10000676,78.6993223171874
10000662,33.01400147135423
10000644,53.77807251978675
10002401,958.2972289241927
10002399,103.17929267777696
10006633,1997.907763358864
10000660,22.632696313715847
10002400,1818.827359894803
10005380,415.4665292841703
10000652,0
10000678,0
10000695,0
10004734,0
10000665,0
10002395,0
10002258,65.91050268006516
10000677,245.567925449764
10000669,43.79620159638532
10002396,0
10000646,0
10000674,14.684951111287003
10000688,36.36549174880763
